CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_02991,Female,0,No,No,18,Yes,Fiber optic,Month-to-month,No,Bank transfer,104.99,1973.23,Yes
CUST_02992,Female,0,Yes,No,26,Yes,DSL,One year,No,Credit card,49.19,1325.02,No
CUST_02993,Female,0,Yes,Yes,37,Yes,DSL,Month-to-month,No,Credit card,48.71,1799.03,Yes
CUST_02994,Female,0,Yes,Yes,70,Yes,Fiber optic,Month-to-month,No,Electronic check,71.27,4851.8,Yes
CUST_02995,Female,0,Yes,Yes,41,Yes,Fiber optic,Two year,No,Bank transfer,113.0,4861.04,No
CUST_02996,Male,0,No,No,42,No,Fiber optic,Month-to-month,Yes,Credit card,105.36,4495.57,No
CUST_02997,Male,0,Yes,No,41,Yes,Fiber optic,One year,No,Credit card,85.0,3448.7,No
CUST_02998,Male,1,No,No,47,Yes,Fiber optic,Month-to-month,No,Credit card,86.94,4078.62,Yes
CUST_02999,Female,0,No,No,14,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,72.67,979.6,Yes
CUST_03000,Female,0,No,Yes,1,Yes,No,One year,No,Bank transfer,19.11,19.12,No
CUST_03001,Female,0,Yes,Yes,17,Yes,DSL,Month-to-month,No,Mailed check,55.9,919.25,No
CUST_03002,Female,0,No,Yes,55,No,Fiber optic,Month-to-month,No,Credit card,87.45,4745.4,Yes
CUST_03003,Female,0,Yes,Yes,53,Yes,No,Two year,No,Bank transfer,22.34,1183.04,No
CUST_03004,Female,0,No,No,31,Yes,Fiber optic,Two year,Yes,Mailed check,85.76,2777.77,No
CUST_03005,Male,0,Yes,No,62,Yes,Fiber optic,Two year,No,Electronic check,112.96,7090.66,No
CUST_03006,Male,0,Yes,Yes,8,Yes,DSL,One year,No,Mailed check,57.0,450.14,No
CUST_03007,Female,0,Yes,No,30,Yes,No,Month-to-month,Yes,Credit card,24.59,709.19,No
CUST_03008,Male,0,Yes,Yes,66,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,102.84,6955.47,No
CUST_03009,Female,0,No,No,45,Yes,Fiber optic,One year,Yes,Credit card,110.5,4955.81,No
CUST_03010,Male,0,No,No,18,Yes,DSL,Month-to-month,No,Credit card,69.61,1198.88,No
CUST_03011,Female,0,Yes,No,45,Yes,DSL,Month-to-month,Yes,Electronic check,64.9,2966.34,No
CUST_03012,Female,1,No,No,19,Yes,DSL,Month-to-month,No,Bank transfer,62.82,1175.65,No
CUST_03013,Male,1,Yes,No,68,Yes,DSL,Month-to-month,Yes,Bank transfer,55.2,3717.31,Yes
CUST_03014,Male,0,Yes,No,50,Yes,No,Month-to-month,Yes,Electronic check,20.09,1038.39,No
CUST_03015,Female,0,No,Yes,25,No,No,Month-to-month,No,Bank transfer,19.56,471.32,Yes
CUST_03016,Female,0,Yes,No,38,Yes,Fiber optic,One year,Yes,Mailed check,87.35,3266.29,No
CUST_03017,Male,0,Yes,Yes,36,Yes,DSL,Month-to-month,No,Credit card,49.44,1755.72,No
CUST_03018,Male,0,Yes,Yes,68,Yes,DSL,One year,Yes,Electronic check,58.57,3784.7,No
CUST_03019,Female,0,Yes,Yes,56,Yes,Fiber optic,Two year,Yes,Electronic check,107.52,6228.96,No
CUST_03020,Male,0,Yes,Yes,39,Yes,DSL,Month-to-month,No,Credit card,75.46,3041.63,No
CUST_03021,Female,0,No,Yes,63,No,Fiber optic,Month-to-month,No,Electronic check,98.93,6333.29,Yes
CUST_03022,Female,0,No,Yes,7,Yes,DSL,Month-to-month,Yes,Bank transfer,53.99,393.0,No
CUST_03023,Female,0,No,No,58,Yes,Fiber optic,Month-to-month,No,Bank transfer,80.82,4580.86,No
CUST_03024,Female,0,Yes,No,59,Yes,No,One year,Yes,Credit card,19.95,1143.91,No
CUST_03025,Male,0,Yes,No,48,Yes,Fiber optic,Month-to-month,No,Electronic check,92.5,4248.5,Yes
CUST_03026,Male,0,Yes,Yes,5,Yes,No,Month-to-month,Yes,Mailed check,24.84,125.32,Yes
CUST_03027,Male,0,Yes,Yes,36,No,Fiber optic,Month-to-month,No,Credit card,74.91,2695.9,No
CUST_03028,Male,0,Yes,Yes,25,Yes,Fiber optic,Two year,Yes,Bank transfer,92.52,2384.87,No
CUST_03029,Male,0,Yes,No,45,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,100.7,4523.06,Yes
CUST_03030,Male,0,No,No,19,Yes,DSL,Two year,Yes,Bank transfer,53.6,988.14,No
CUST_03031,Male,0,Yes,No,7,Yes,No,One year,Yes,Mailed check,24.78,178.86,No
CUST_03032,Female,0,No,Yes,58,Yes,Fiber optic,Month-to-month,No,Bank transfer,85.71,4948.8,No
CUST_03033,Male,0,Yes,Yes,66,No,Fiber optic,Month-to-month,No,Credit card,111.96,7725.91,No
CUST_03034,Male,0,No,Yes,39,Yes,Fiber optic,Month-to-month,No,Credit card,96.88,3791.38,Yes
CUST_03035,Female,0,Yes,No,18,Yes,DSL,Month-to-month,Yes,Credit card,45.14,781.43,Yes
CUST_03036,Male,0,No,Yes,1,Yes,No,Month-to-month,Yes,Bank transfer,20.18,20.89,Yes
CUST_03037,Male,0,No,Yes,63,Yes,DSL,Month-to-month,Yes,Mailed check,45.75,2991.59,No
CUST_03038,Female,1,Yes,Yes,3,Yes,No,Month-to-month,No,Mailed check,20.67,61.67,Yes
CUST_03039,Male,0,Yes,Yes,21,Yes,DSL,One year,No,Bank transfer,77.64,1553.13,No
CUST_03040,Male,0,No,No,30,Yes,Fiber optic,Two year,No,Electronic check,105.06,3003.46,No
CUST_03041,Male,0,Yes,No,11,Yes,Fiber optic,One year,No,Electronic check,97.91,1060.93,Yes
CUST_03042,Female,0,Yes,Yes,22,Yes,No,Month-to-month,Yes,Credit card,21.77,489.29,No
CUST_03043,Male,1,Yes,Yes,57,Yes,No,Two year,Yes,Mailed check,20.61,1154.81,No
CUST_03044,Male,0,No,No,3,Yes,No,Month-to-month,Yes,Bank transfer,19.48,55.57,Yes
CUST_03045,Female,0,Yes,No,30,Yes,Fiber optic,Month-to-month,Yes,Mailed check,72.81,2260.55,No
CUST_03046,Male,0,No,Yes,45,Yes,DSL,Month-to-month,No,Mailed check,51.66,2433.44,No
CUST_03047,Female,0,No,No,36,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.82,3042.0,Yes
CUST_03048,Female,0,Yes,No,72,Yes,Fiber optic,Month-to-month,No,Mailed check,93.4,6437.67,Yes
CUST_03049,Male,0,No,Yes,64,Yes,Fiber optic,One year,No,Mailed check,79.2,4962.96,No
CUST_03050,Female,0,Yes,No,54,No,Fiber optic,Month-to-month,Yes,Bank transfer,113.84,6331.44,No
CUST_03051,Female,0,Yes,No,68,Yes,Fiber optic,Month-to-month,No,Bank transfer,73.46,5016.27,Yes
CUST_03052,Male,0,No,No,50,Yes,Fiber optic,Month-to-month,No,Mailed check,74.27,3670.2,Yes
CUST_03053,Female,1,No,No,31,Yes,No,Two year,Yes,Mailed check,22.78,694.42,No
CUST_03054,Female,0,No,Yes,29,Yes,No,Two year,No,Bank transfer,23.29,649.31,No
CUST_03055,Male,0,No,No,59,Yes,Fiber optic,One year,Yes,Electronic check,113.76,6604.14,No
CUST_03056,Male,0,No,No,36,No,Fiber optic,Month-to-month,No,Bank transfer,93.87,3369.22,No
CUST_03057,Male,0,Yes,Yes,67,Yes,Fiber optic,One year,No,Bank transfer,77.47,5280.16,No
CUST_03058,Female,0,No,No,11,Yes,DSL,Month-to-month,No,Bank transfer,77.83,835.73,Yes
CUST_03059,Male,0,Yes,Yes,11,Yes,DSL,Two year,No,Bank transfer,79.31,907.06,No
CUST_03060,Female,0,Yes,Yes,26,No,DSL,Two year,No,Bank transfer,77.32,2007.34,No
CUST_03061,Female,0,No,No,53,Yes,DSL,Month-to-month,Yes,Electronic check,75.51,3963.97,No
CUST_03062,Female,1,No,No,14,Yes,DSL,Two year,No,Credit card,47.72,674.29,No
CUST_03063,Female,0,No,No,64,Yes,No,Month-to-month,No,Bank transfer,23.98,1483.96,No
CUST_03064,Female,0,No,No,10,Yes,Fiber optic,Month-to-month,No,Bank transfer,112.9,1084.54,No
CUST_03065,Female,1,No,No,31,Yes,Fiber optic,One year,No,Electronic check,94.85,2895.35,No
CUST_03066,Female,0,Yes,Yes,36,Yes,Fiber optic,Month-to-month,Yes,Credit card,104.77,3598.07,No
CUST_03067,Male,0,Yes,No,10,No,Fiber optic,Two year,No,Mailed check,99.74,985.19,No
CUST_03068,Male,0,Yes,Yes,26,No,DSL,Month-to-month,No,Electronic check,55.08,1456.69,No
CUST_03069,Female,0,No,No,20,Yes,DSL,Two year,No,Bank transfer,65.56,1352.19,No
CUST_03070,Female,1,No,Yes,44,Yes,No,One year,Yes,Mailed check,24.23,1074.43,No
CUST_03071,Male,1,Yes,No,62,Yes,Fiber optic,Two year,No,Electronic check,92.34,5834.45,No
CUST_03072,Female,0,No,No,9,Yes,Fiber optic,Month-to-month,No,Mailed check,96.56,897.96,Yes
CUST_03073,Male,0,No,No,71,Yes,Fiber optic,Month-to-month,No,Electronic check,93.92,6850.15,Yes
CUST_03074,Male,0,No,No,24,Yes,DSL,Two year,Yes,Electronic check,54.88,1293.51,No
CUST_03075,Male,0,Yes,No,12,Yes,Fiber optic,One year,No,Mailed check,98.96,1196.3,No
CUST_03076,Female,0,No,Yes,60,Yes,Fiber optic,Month-to-month,No,Credit card,92.93,5444.46,No
CUST_03077,Female,0,Yes,No,16,Yes,Fiber optic,Month-to-month,No,Mailed check,80.46,1297.26,No
CUST_03078,Male,1,No,No,29,No,DSL,Two year,Yes,Mailed check,76.34,2197.43,No
CUST_03079,Male,1,No,No,32,Yes,No,One year,No,Credit card,24.65,778.78,No
CUST_03080,Male,0,Yes,Yes,35,Yes,DSL,One year,No,Mailed check,46.94,1590.85,No
CUST_03081,Male,0,No,No,43,Yes,Fiber optic,Two year,No,Credit card,98.01,4240.27,No
CUST_03082,Male,0,No,Yes,53,Yes,Fiber optic,Month-to-month,No,Credit card,88.68,4807.66,No
CUST_03083,Female,0,No,No,20,Yes,Fiber optic,Two year,Yes,Credit card,93.67,1886.71,No
CUST_03084,Male,0,Yes,Yes,8,Yes,Fiber optic,One year,Yes,Bank transfer,86.82,664.66,No
CUST_03085,Female,0,No,No,42,Yes,DSL,Month-to-month,Yes,Electronic check,61.6,2697.09,Yes
CUST_03086,Male,0,No,No,70,Yes,Fiber optic,Month-to-month,No,Bank transfer,84.55,5626.13,No
CUST_03087,Female,0,No,Yes,16,Yes,DSL,Month-to-month,Yes,Electronic check,49.12,816.12,Yes
CUST_03088,Female,0,No,No,69,No,DSL,One year,No,Bank transfer,55.57,3936.43,No
CUST_03089,Female,1,No,Yes,53,Yes,DSL,One year,No,Credit card,68.46,3482.08,No
CUST_03090,Female,0,Yes,No,45,Yes,Fiber optic,Two year,No,Bank transfer,72.27,3166.35,No
CUST_03091,Female,0,Yes,No,51,No,DSL,Two year,Yes,Electronic check,58.4,2933.2,No
CUST_03092,Female,0,No,Yes,6,Yes,DSL,Month-to-month,Yes,Bank transfer,46.48,290.33,Yes
CUST_03093,Male,0,No,No,33,Yes,Fiber optic,One year,No,Mailed check,86.03,2975.31,No
CUST_03094,Female,1,Yes,Yes,15,Yes,No,One year,No,Mailed check,18.61,267.67,No
CUST_03095,Male,0,No,Yes,14,Yes,Fiber optic,Month-to-month,Yes,Credit card,85.28,1181.67,Yes
CUST_03096,Female,0,No,No,39,Yes,No,Month-to-month,Yes,Bank transfer,23.87,898.15,No
CUST_03097,Female,0,No,No,63,Yes,Fiber optic,Month-to-month,No,Bank transfer,97.6,6012.77,Yes
CUST_03098,Male,0,No,No,5,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.7,527.74,Yes
CUST_03099,Female,0,No,Yes,52,Yes,Fiber optic,Month-to-month,No,Electronic check,92.67,5052.33,No
CUST_03100,Male,0,No,Yes,16,Yes,DSL,Two year,Yes,Bank transfer,77.28,1233.09,No
CUST_03101,Male,0,No,No,38,Yes,DSL,One year,Yes,Electronic check,63.94,2352.75,Yes
CUST_03102,Male,0,No,Yes,53,Yes,DSL,One year,Yes,Mailed check,48.65,2590.59,No
CUST_03103,Male,0,Yes,Yes,53,Yes,DSL,One year,No,Mailed check,77.66,4042.1,No
CUST_03104,Female,0,Yes,Yes,46,Yes,Fiber optic,Month-to-month,No,Credit card,75.99,3645.34,Yes
CUST_03105,Female,0,No,Yes,15,Yes,Fiber optic,Month-to-month,No,Mailed check,114.96,1779.31,Yes
CUST_03106,Male,0,No,No,59,Yes,DSL,Month-to-month,No,Electronic check,60.24,3486.13,No
CUST_03107,Female,1,No,No,50,Yes,No,Month-to-month,Yes,Electronic check,18.51,881.13,Yes
CUST_03108,Female,1,No,No,9,Yes,Fiber optic,Two year,No,Electronic check,108.88,1028.77,No
CUST_03109,Male,0,Yes,Yes,26,Yes,Fiber optic,One year,Yes,Electronic check,74.18,1964.03,No
CUST_03110,Female,0,Yes,Yes,3,Yes,No,Month-to-month,No,Bank transfer,19.22,57.23,No
CUST_03111,Male,0,Yes,Yes,47,No,DSL,Month-to-month,No,Bank transfer,59.61,2742.27,No
CUST_03112,Male,0,Yes,Yes,5,Yes,Fiber optic,One year,No,Bank transfer,100.43,477.26,Yes
CUST_03113,Female,0,No,No,62,No,Fiber optic,One year,Yes,Bank transfer,75.45,4516.1,No
CUST_03114,Female,0,No,Yes,5,Yes,Fiber optic,One year,Yes,Mailed check,98.02,465.87,No
CUST_03115,Female,0,No,Yes,10,Yes,No,Month-to-month,Yes,Electronic check,23.46,236.92,Yes
CUST_03116,Male,0,Yes,No,63,Yes,Fiber optic,Month-to-month,No,Mailed check,75.56,4837.86,No
CUST_03117,Male,1,No,No,25,Yes,DSL,Month-to-month,No,Electronic check,67.66,1736.76,Yes
CUST_03118,Female,0,No,No,44,Yes,DSL,Two year,Yes,Bank transfer,78.56,3348.47,No
CUST_03119,Female,0,Yes,Yes,25,Yes,DSL,Month-to-month,Yes,Mailed check,78.86,1891.82,Yes
CUST_03120,Female,0,Yes,Yes,30,Yes,Fiber optic,Month-to-month,Yes,Electronic check,77.27,2353.12,No
CUST_03121,Female,0,Yes,Yes,14,Yes,DSL,One year,Yes,Bank transfer,71.59,1002.24,No
CUST_03122,Male,1,Yes,Yes,43,Yes,DSL,Month-to-month,No,Credit card,74.63,3329.75,Yes
CUST_03123,Female,0,Yes,Yes,28,Yes,Fiber optic,One year,No,Electronic check,110.0,3090.34,No
CUST_03124,Male,0,No,Yes,19,Yes,DSL,Month-to-month,No,Credit card,56.33,1064.34,Yes
CUST_03125,Male,0,No,No,42,Yes,No,Month-to-month,No,Electronic check,19.89,834.41,No
CUST_03126,Female,0,Yes,Yes,20,Yes,DSL,Two year,No,Bank transfer,46.68,959.86,No
CUST_03127,Female,0,No,No,11,Yes,DSL,Month-to-month,Yes,Mailed check,58.98,617.54,Yes
CUST_03128,Female,0,No,No,54,Yes,DSL,Month-to-month,Yes,Electronic check,49.34,2775.7,No
CUST_03129,Male,0,No,No,24,Yes,No,Month-to-month,No,Credit card,23.5,576.17,Yes
CUST_03130,Female,0,No,Yes,70,Yes,Fiber optic,Two year,Yes,Bank transfer,76.43,5556.49,No
CUST_03131,Female,0,Yes,Yes,17,Yes,DSL,One year,No,Electronic check,73.66,1309.8,No
CUST_03132,Male,0,No,No,28,Yes,Fiber optic,Two year,No,Credit card,74.84,2038.17,No
CUST_03133,Female,0,No,Yes,50,No,Fiber optic,Two year,Yes,Electronic check,91.63,4617.28,No
CUST_03134,Male,0,No,Yes,55,Yes,DSL,Two year,Yes,Credit card,58.46,3210.93,No
CUST_03135,Female,0,Yes,No,10,Yes,Fiber optic,Month-to-month,No,Electronic check,97.07,974.35,No
CUST_03136,Male,0,No,Yes,21,Yes,DSL,Two year,No,Mailed check,63.16,1266.25,No
CUST_03137,Female,0,Yes,Yes,58,Yes,DSL,Month-to-month,Yes,Mailed check,65.95,3983.57,No
CUST_03138,Female,0,Yes,Yes,34,Yes,Fiber optic,Two year,Yes,Mailed check,70.04,2489.76,No
CUST_03139,Male,0,Yes,Yes,43,Yes,DSL,Two year,No,Mailed check,49.46,2166.27,No
CUST_03140,Male,0,Yes,No,11,Yes,No,One year,Yes,Bank transfer,21.62,232.07,No
CUST_03141,Female,0,No,No,33,Yes,DSL,Month-to-month,No,Mailed check,53.04,1800.53,Yes
CUST_03142,Male,0,Yes,Yes,58,Yes,Fiber optic,One year,No,Electronic check,73.43,4357.51,No
CUST_03143,Male,0,Yes,Yes,46,Yes,DSL,Month-to-month,Yes,Bank transfer,52.62,2438.55,No
CUST_03144,Male,0,Yes,Yes,61,No,No,Month-to-month,Yes,Electronic check,23.46,1383.81,No
CUST_03145,Male,0,Yes,No,62,Yes,DSL,Two year,No,Credit card,63.96,3846.98,No
CUST_03146,Female,0,Yes,Yes,1,Yes,No,Month-to-month,Yes,Mailed check,19.33,19.5,Yes
CUST_03147,Female,0,No,Yes,21,Yes,DSL,Month-to-month,Yes,Electronic check,45.56,921.23,Yes
CUST_03148,Male,0,Yes,No,62,No,Fiber optic,One year,Yes,Electronic check,86.09,5457.22,No
CUST_03149,Male,0,No,Yes,64,No,Fiber optic,One year,Yes,Electronic check,86.09,5351.17,No
CUST_03150,Male,0,No,No,56,Yes,Fiber optic,Two year,Yes,Credit card,103.08,6009.47,No
CUST_03151,Male,0,Yes,Yes,1,Yes,DSL,One year,No,Credit card,77.18,80.27,Yes
CUST_03152,Female,0,No,No,21,Yes,No,Month-to-month,Yes,Credit card,20.6,423.76,No
CUST_03153,Female,0,No,Yes,22,Yes,DSL,Month-to-month,Yes,Electronic check,69.08,1456.54,No
CUST_03154,Male,0,No,Yes,54,Yes,Fiber optic,Month-to-month,Yes,Credit card,98.57,5382.13,Yes
CUST_03155,Male,0,Yes,No,4,Yes,Fiber optic,Month-to-month,No,Mailed check,88.99,354.14,No
CUST_03156,Male,0,Yes,No,65,No,No,Two year,No,Credit card,18.46,1157.23,No
CUST_03157,Female,0,Yes,No,51,Yes,Fiber optic,Month-to-month,No,Credit card,91.31,4671.26,Yes
CUST_03158,Male,1,Yes,No,63,Yes,DSL,Month-to-month,Yes,Electronic check,57.39,3794.04,No
CUST_03159,Female,1,Yes,No,15,Yes,Fiber optic,Two year,No,Electronic check,94.76,1360.12,No
CUST_03160,Male,0,Yes,Yes,36,Yes,DSL,Month-to-month,Yes,Electronic check,49.39,1736.02,No
CUST_03161,Female,0,Yes,No,29,Yes,DSL,Month-to-month,Yes,Electronic check,70.35,2047.98,No
CUST_03162,Male,0,No,No,52,Yes,DSL,One year,No,Mailed check,72.57,3884.41,No
CUST_03163,Female,0,No,No,46,Yes,No,Month-to-month,No,Electronic check,20.72,907.22,No
CUST_03164,Male,0,Yes,No,69,Yes,No,One year,No,Bank transfer,19.23,1357.54,No
CUST_03165,Male,0,No,Yes,29,Yes,DSL,Two year,No,Bank transfer,66.83,1868.14,No
CUST_03166,Male,0,Yes,Yes,47,Yes,Fiber optic,Two year,Yes,Electronic check,113.01,5487.18,No
CUST_03167,Female,0,Yes,Yes,25,Yes,DSL,Month-to-month,No,Electronic check,69.52,1771.34,No
CUST_03168,Male,0,Yes,Yes,16,Yes,DSL,Month-to-month,Yes,Mailed check,49.32,785.72,No
CUST_03169,Female,0,No,Yes,41,Yes,DSL,One year,No,Bank transfer,58.9,2492.67,No
CUST_03170,Female,0,Yes,No,65,Yes,Fiber optic,Month-to-month,No,Credit card,111.19,7395.89,No
CUST_03171,Male,1,Yes,Yes,69,Yes,No,Month-to-month,No,Mailed check,22.44,1588.56,Yes
CUST_03172,Male,0,Yes,Yes,20,Yes,DSL,Month-to-month,Yes,Credit card,50.15,981.95,No
CUST_03173,Male,0,Yes,No,69,No,DSL,One year,No,Electronic check,70.36,4912.87,Yes
CUST_03174,Female,0,No,No,36,Yes,DSL,Two year,Yes,Bank transfer,57.37,1991.31,No
CUST_03175,Male,1,Yes,Yes,58,Yes,No,Two year,Yes,Credit card,21.43,1282.63,No
CUST_03176,Female,0,No,Yes,48,Yes,DSL,Two year,Yes,Bank transfer,59.53,2864.92,No
CUST_03177,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Yes,Credit card,102.66,211.98,Yes
CUST_03178,Male,0,Yes,Yes,29,Yes,No,One year,Yes,Mailed check,19.53,549.88,No
CUST_03179,Male,0,Yes,No,16,Yes,DSL,Month-to-month,Yes,Electronic check,58.59,902.83,No
CUST_03180,Male,0,No,No,35,Yes,Fiber optic,Two year,Yes,Bank transfer,103.5,3691.12,No
CUST_03181,Male,0,No,Yes,62,Yes,DSL,Two year,Yes,Mailed check,69.67,4128.63,No
CUST_03182,Male,0,No,Yes,4,No,No,Two year,Yes,Bank transfer,19.41,75.66,No
CUST_03183,Male,1,No,Yes,68,No,DSL,Two year,No,Credit card,57.27,4053.76,No
CUST_03184,Female,0,Yes,No,51,Yes,No,Month-to-month,No,Credit card,18.1,889.23,No
CUST_03185,Female,0,No,No,33,Yes,No,One year,No,Electronic check,21.71,707.55,Yes
CUST_03186,Female,0,No,Yes,24,Yes,Fiber optic,Two year,Yes,Credit card,82.64,2071.79,No
CUST_03187,Male,0,No,Yes,25,Yes,Fiber optic,One year,Yes,Electronic check,70.53,1678.71,No
CUST_03188,Female,1,No,Yes,28,Yes,Fiber optic,Two year,No,Electronic check,89.11,2481.48,No
CUST_03189,Female,0,Yes,No,7,No,DSL,Two year,No,Mailed check,77.44,557.61,No
CUST_03190,Female,0,Yes,No,36,Yes,DSL,One year,Yes,Electronic check,77.32,2897.32,No
CUST_03191,Female,0,Yes,No,10,Yes,DSL,Month-to-month,No,Mailed check,58.02,593.91,Yes
CUST_03192,Female,0,No,Yes,36,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,90.21,3373.8,Yes
CUST_03193,Male,0,No,No,18,Yes,No,Month-to-month,No,Credit card,19.7,338.07,No
CUST_03194,Male,0,Yes,No,6,Yes,No,Month-to-month,Yes,Credit card,18.48,106.43,No
CUST_03195,Female,0,Yes,Yes,7,Yes,Fiber optic,Month-to-month,Yes,Credit card,101.23,725.43,No
CUST_03196,Female,0,No,No,12,Yes,Fiber optic,One year,Yes,Electronic check,106.0,1304.25,No
CUST_03197,Female,0,Yes,Yes,41,Yes,No,Month-to-month,Yes,Mailed check,24.16,1001.02,No
CUST_03198,Male,0,No,No,63,Yes,No,Two year,No,Mailed check,24.55,1582.07,No
CUST_03199,Male,1,No,Yes,25,Yes,Fiber optic,Month-to-month,Yes,Mailed check,111.22,2880.01,Yes
CUST_03200,Female,0,No,Yes,53,Yes,DSL,Two year,Yes,Electronic check,45.96,2446.87,No
CUST_03201,Male,0,No,No,33,No,Fiber optic,Month-to-month,No,Credit card,114.01,3930.78,No
CUST_03202,Male,0,No,Yes,6,Yes,Fiber optic,One year,No,Credit card,87.08,532.61,Yes
CUST_03203,Female,0,No,No,62,Yes,Fiber optic,One year,No,Mailed check,109.87,6793.15,Yes
CUST_03204,Male,0,Yes,Yes,66,Yes,No,Two year,Yes,Electronic check,21.09,1380.71,No
CUST_03205,Male,1,Yes,Yes,9,No,No,Month-to-month,Yes,Credit card,20.96,193.32,Yes
CUST_03206,Female,0,Yes,Yes,67,Yes,Fiber optic,Month-to-month,No,Electronic check,70.5,4785.37,No
CUST_03207,Male,1,No,No,16,Yes,DSL,Month-to-month,No,Bank transfer,46.84,773.16,No
CUST_03208,Male,0,Yes,Yes,55,Yes,DSL,Month-to-month,No,Bank transfer,68.49,3873.07,No
CUST_03209,Female,0,No,Yes,40,Yes,DSL,Month-to-month,Yes,Electronic check,77.82,3120.23,Yes
CUST_03210,Male,1,No,No,26,No,Fiber optic,Month-to-month,No,Bank transfer,80.1,2175.37,No
CUST_03211,Male,0,No,Yes,38,Yes,No,One year,No,Credit card,18.66,723.46,No
CUST_03212,Female,1,No,Yes,35,Yes,Fiber optic,Two year,Yes,Mailed check,79.62,2703.45,No
CUST_03213,Female,0,Yes,Yes,68,No,Fiber optic,Two year,Yes,Electronic check,79.55,5473.8,No
CUST_03214,Female,1,Yes,Yes,59,Yes,DSL,Month-to-month,Yes,Bank transfer,55.26,3163.11,No
CUST_03215,Male,0,Yes,No,14,Yes,Fiber optic,Month-to-month,No,Mailed check,74.26,1045.81,No
CUST_03216,Female,0,No,Yes,47,Yes,No,Two year,Yes,Credit card,19.65,950.26,No
CUST_03217,Male,0,Yes,Yes,71,Yes,Fiber optic,Month-to-month,Yes,Credit card,111.46,8160.77,No
CUST_03218,Female,0,Yes,No,72,Yes,DSL,Month-to-month,No,Electronic check,76.16,5566.06,No
CUST_03219,Male,0,Yes,Yes,42,Yes,No,One year,Yes,Mailed check,20.21,873.05,No
CUST_03220,Female,0,No,Yes,51,No,DSL,One year,No,Credit card,79.89,4063.14,No
CUST_03221,Female,0,Yes,No,19,No,Fiber optic,Two year,No,Electronic check,83.43,1593.12,No
CUST_03222,Female,0,No,No,66,Yes,DSL,Two year,Yes,Bank transfer,70.26,4813.47,No
CUST_03223,Female,0,Yes,No,47,Yes,Fiber optic,Two year,No,Mailed check,98.98,4648.86,No
CUST_03224,Male,0,No,No,65,Yes,DSL,Two year,No,Credit card,47.26,3026.07,No
CUST_03225,Female,0,Yes,Yes,42,Yes,Fiber optic,Two year,No,Bank transfer,85.4,3693.47,No
CUST_03226,Female,0,Yes,No,38,No,Fiber optic,Month-to-month,Yes,Mailed check,112.82,4094.35,No
CUST_03227,Male,0,Yes,Yes,13,Yes,DSL,Two year,No,Mailed check,46.78,636.02,No
CUST_03228,Female,0,No,No,44,No,No,Month-to-month,No,Mailed check,19.22,832.34,No
CUST_03229,Male,0,Yes,Yes,24,No,DSL,One year,Yes,Credit card,78.98,1920.16,No
CUST_03230,Female,1,Yes,No,30,Yes,No,Month-to-month,Yes,Mailed check,18.28,558.53,No
CUST_03231,Female,0,No,No,70,Yes,Fiber optic,Month-to-month,No,Bank transfer,90.1,6077.93,Yes
CUST_03232,Female,0,No,Yes,38,No,Fiber optic,Month-to-month,No,Credit card,111.33,4366.96,Yes
CUST_03233,Male,0,No,No,23,Yes,Fiber optic,Month-to-month,Yes,Mailed check,112.47,2605.36,Yes
CUST_03234,Female,0,No,No,57,Yes,DSL,Month-to-month,No,Bank transfer,79.28,4440.99,No
CUST_03235,Female,0,Yes,No,23,Yes,DSL,Month-to-month,Yes,Credit card,61.85,1472.35,Yes
CUST_03236,Female,0,Yes,Yes,36,Yes,Fiber optic,Two year,Yes,Mailed check,73.89,2693.37,No
CUST_03237,Male,0,No,No,57,Yes,No,Two year,Yes,Electronic check,23.41,1372.44,No
CUST_03238,Male,0,Yes,No,1,Yes,No,Two year,No,Electronic check,22.96,24.09,No
CUST_03239,Female,0,No,Yes,72,Yes,DSL,Two year,Yes,Mailed check,65.29,4526.83,No
CUST_03240,Male,0,Yes,Yes,3,Yes,Fiber optic,Two year,Yes,Electronic check,109.97,338.15,Yes
CUST_03241,Female,1,No,No,14,Yes,Fiber optic,Two year,Yes,Credit card,111.02,1594.34,No
CUST_03242,Female,0,Yes,Yes,34,Yes,Fiber optic,One year,No,Mailed check,100.75,3553.71,No
CUST_03243,Female,0,No,Yes,70,Yes,No,One year,No,Bank transfer,18.78,1302.84,No
CUST_03244,Female,1,No,Yes,69,No,DSL,Two year,Yes,Electronic check,48.34,3459.0,No
CUST_03245,Female,0,Yes,No,51,Yes,Fiber optic,Month-to-month,Yes,Mailed check,88.39,4570.86,Yes
CUST_03246,Female,0,Yes,No,29,Yes,Fiber optic,Month-to-month,No,Credit card,83.17,2307.96,Yes
CUST_03247,Female,0,Yes,Yes,48,No,DSL,One year,No,Mailed check,49.65,2271.75,No
